item_id,title,description,institution,course_url
coursera_machine-learning-with-python,Machine Learning with Python,Machine Learning with Python by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/machine-learning-with-python
coursera_terrorism,Terrorism and Counterterrorism: Comparing Theory and Practice,Terrorism and Counterterrorism: Comparing Theory and Practice by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/terrorism
coursera_clinical-data-management,Data Management for Clinical Research,Data Management for Clinical Research by Vanderbilt University. A curated course designed to build practical skills and confidence.,Vanderbilt University,https://www.coursera.org/learn/clinical-data-management
coursera_sustainable-fashion,Sustainable Fashion,Sustainable Fashion by Copenhagen Business School. A curated course designed to build practical skills and confidence.,Copenhagen Business School,https://www.coursera.org/learn/sustainable-fashion
coursera_data-science-k-means-clustering-python,Foundations of Data Science: K-Means Clustering in Python,Foundations of Data Science: K-Means Clustering in Python by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/data-science-k-means-clustering-python
coursera_instructional-design-foundations-applications,Instructional Design Foundations and Applications,Instructional Design Foundations and Applications by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/instructional-design-foundations-applications
coursera_enlinea,Cursos en línea: modelo para armar,Cursos en línea: modelo para armar by Universidad Nacional Autónoma de México. A curated course designed to build practical skills and confidence.,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/enlinea
coursera_modern-art-ideas,Modern Art & Ideas,Modern Art & Ideas by The Museum of Modern Art. A curated course designed to build practical skills and confidence.,The Museum of Modern Art,https://www.coursera.org/learn/modern-art-ideas
coursera_speak-english-professionally,"Speak English Professionally: In Person, Online & On the Phone","Speak English Professionally: In Person, Online & On the Phone by Georgia Institute of Technology. A curated course designed to build practical skills and confidence.",Georgia Institute of Technology,https://www.coursera.org/learn/speak-english-professionally
coursera_gcp-infrastructure-foundation,Essential Google Cloud Infrastructure: Foundation,Essential Google Cloud Infrastructure: Foundation by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/gcp-infrastructure-foundation
coursera_introduction-to-ai,Introduction to Artificial Intelligence (AI),Introduction to Artificial Intelligence (AI) by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/introduction-to-ai
coursera_dog-emotion-and-cognition,Dog Emotion and Cognition,Dog Emotion and Cognition by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/dog-emotion-and-cognition
coursera_organizational-behavior,International Leadership and Organizational Behavior,International Leadership and Organizational Behavior by Università Bocconi. A curated course designed to build practical skills and confidence.,Università Bocconi,https://www.coursera.org/learn/organizational-behavior
coursera_sdgbusiness,Driving business towards the Sustainable Development Goals,Driving business towards the Sustainable Development Goals by Erasmus University Rotterdam. A curated course designed to build practical skills and confidence.,Erasmus University Rotterdam,https://www.coursera.org/learn/sdgbusiness
coursera_global-sustainable-development,"The Sustainable Development Goals – A global, transdisciplinary vision for the future","The Sustainable Development Goals – A global, transdisciplinary vision for the future by University of Copenhagen. A curated course designed to build practical skills and confidence.",University of Copenhagen,https://www.coursera.org/learn/global-sustainable-development
coursera_bcg-uva-darden-digital-transformation,Digital Transformation,Digital Transformation by BCG. A curated course designed to build practical skills and confidence.,BCG,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation
coursera_nlp-sequence-models,Sequence Models,Sequence Models by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/nlp-sequence-models
coursera_entrepreneur-changement,Devenir entrepreneur du changement,Devenir entrepreneur du changement by HEC Paris. A curated course designed to build practical skills and confidence.,HEC Paris,https://www.coursera.org/learn/entrepreneur-changement
coursera_photography,Seeing Through Photographs,Seeing Through Photographs by The Museum of Modern Art. A curated course designed to build practical skills and confidence.,The Museum of Modern Art,https://www.coursera.org/learn/photography
coursera_wharton-entrepreneurship-opportunity,Entrepreneurship 1: Developing the Opportunity,Entrepreneurship 1: Developing the Opportunity by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity
coursera_search-engine-optimization,Introduction to Search Engine Optimization,"Introduction to Search Engine Optimization by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/search-engine-optimization
coursera_learn-speak-korean1,Learn to Speak Korean 1,Learn to Speak Korean 1 by Yonsei University. A curated course designed to build practical skills and confidence.,Yonsei University,https://www.coursera.org/learn/learn-speak-korean1
coursera_circular-economy,Circular Economy - Sustainable Materials Management,Circular Economy - Sustainable Materials Management by Delft University of Technology. A curated course designed to build practical skills and confidence.,Delft University of Technology,https://www.coursera.org/learn/circular-economy
coursera_drug-development,Drug Development,Drug Development by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/drug-development
coursera_r-programming,R Programming,R Programming by Johns Hopkins University. A curated course designed to build practical skills and confidence.,Johns Hopkins University,https://www.coursera.org/learn/r-programming
coursera_money-banking,Economics of Money and Banking,Economics of Money and Banking by Columbia University. A curated course designed to build practical skills and confidence.,Columbia University,https://www.coursera.org/learn/money-banking
coursera_learn-chinese,Chinese for Beginners,Chinese for Beginners by Peking University. A curated course designed to build practical skills and confidence.,Peking University,https://www.coursera.org/learn/learn-chinese
coursera_grammar-punctuation,Grammar and Punctuation,"Grammar and Punctuation by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/grammar-punctuation
coursera_japanese-1,Japanese for beginners 1,Japanese for beginners 1 by Saint Petersburg State University. A curated course designed to build practical skills and confidence.,Saint Petersburg State University,https://www.coursera.org/learn/japanese-1
coursera_intro-common-law,Introduction to English Common Law,Introduction to English Common Law by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/intro-common-law
coursera_dental-medicine-penn,Introduction to Dental Medicine,Introduction to Dental Medicine by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/dental-medicine-penn
coursera_fundamentals-of-reinforcement-learning,Fundamentals of Reinforcement Learning,Fundamentals of Reinforcement Learning by Alberta Machine Intelligence Institute. A curated course designed to build practical skills and confidence.,Alberta Machine Intelligence Institute,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning
coursera_principles-of-macroeconomics,The Power of Macroeconomics: Economic Principles in the Real World,"The Power of Macroeconomics: Economic Principles in the Real World by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/principles-of-macroeconomics
coursera_corp-sustainability,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity by Università Bocconi. A curated course designed to build practical skills and confidence.,Università Bocconi,https://www.coursera.org/learn/corp-sustainability
coursera_duke-behavioral-finance,Behavioral Finance,Behavioral Finance by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/duke-behavioral-finance
coursera_tensorflow-sequences-time-series-and-prediction,"Sequences, Time Series and Prediction","Sequences, Time Series and Prediction by DeepLearning.AI. A curated course designed to build practical skills and confidence.",DeepLearning.AI,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction
coursera_supply-chain-logistics,Supply Chain Logistics,Supply Chain Logistics by Rutgers the State University of New Jersey. A curated course designed to build practical skills and confidence.,Rutgers the State University of New Jersey,https://www.coursera.org/learn/supply-chain-logistics
coursera_project-execution,Project Execution,"Project Execution by University of California, Irvine. A curated course designed to build practical skills and confidence.","University of California, Irvine",https://www.coursera.org/learn/project-execution
coursera_nutricion-obesidad-sobrepeso,Nutrición y obesidad: control de sobrepeso,Nutrición y obesidad: control de sobrepeso by Universidad Nacional Autónoma de México. A curated course designed to build practical skills and confidence.,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso
coursera_microeconomics,Microeconomics Principles,Microeconomics Principles by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/microeconomics
coursera_craft-of-plot,Creative Writing: The Craft of Plot,Creative Writing: The Craft of Plot by Wesleyan University. A curated course designed to build practical skills and confidence.,Wesleyan University,https://www.coursera.org/learn/craft-of-plot
coursera_astro,Astronomy: Exploring Time and Space,Astronomy: Exploring Time and Space by University of Arizona. A curated course designed to build practical skills and confidence.,University of Arizona,https://www.coursera.org/learn/astro
coursera_oilandgas,Oil & Gas Industry Operations and Markets,Oil & Gas Industry Operations and Markets by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/oilandgas
coursera_uva-darden-design-thinking-innovation,Design Thinking for Innovation,Design Thinking for Innovation by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-design-thinking-innovation
coursera_becoming-a-veterinarian,EDIVET: Do you have what it takes to be a veterinarian?,EDIVET: Do you have what it takes to be a veterinarian? by The University of Edinburgh. A curated course designed to build practical skills and confidence.,The University of Edinburgh,https://www.coursera.org/learn/becoming-a-veterinarian
coursera_learn-to-program,Learn to Program: The Fundamentals,Learn to Program: The Fundamentals by University of Toronto. A curated course designed to build practical skills and confidence.,University of Toronto,https://www.coursera.org/learn/learn-to-program
coursera_uva-darden-financial-accounting,Financial Accounting Fundamentals,Financial Accounting Fundamentals by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-financial-accounting
coursera_finding-purpose-and-meaning-in-life,Finding Purpose and Meaning In Life: Living for What Matters Most,Finding Purpose and Meaning In Life: Living for What Matters Most by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life
coursera_clinical-research,Understanding Clinical Research: Behind the Statistics,Understanding Clinical Research: Behind the Statistics by University of Cape Town. A curated course designed to build practical skills and confidence.,University of Cape Town,https://www.coursera.org/learn/clinical-research
coursera_epidemiology,Epidemiology: The Basic Science of Public Health,Epidemiology: The Basic Science of Public Health by The University of North Carolina at Chapel Hill. A curated course designed to build practical skills and confidence.,The University of North Carolina at Chapel Hill,https://www.coursera.org/learn/epidemiology
coursera_fashion-design,Fashion as Design,Fashion as Design by The Museum of Modern Art. A curated course designed to build practical skills and confidence.,The Museum of Modern Art,https://www.coursera.org/learn/fashion-design
coursera_teamwork-skills-effective-communication,Teamwork Skills: Communicating Effectively in Groups,Teamwork Skills: Communicating Effectively in Groups by University of Colorado Boulder. A curated course designed to build practical skills and confidence.,University of Colorado Boulder,https://www.coursera.org/learn/teamwork-skills-effective-communication
coursera_feminism-social-justice,Feminism and Social Justice,"Feminism and Social Justice by University of California, Santa Cruz. A curated course designed to build practical skills and confidence.","University of California, Santa Cruz",https://www.coursera.org/learn/feminism-social-justice
coursera_international-organizations-management,International Organizations Management,International Organizations Management by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/international-organizations-management
coursera_estrategia-marketing-digital,Marketing Digital,Marketing Digital by Universidade de São Paulo. A curated course designed to build practical skills and confidence.,Universidade de São Paulo,https://www.coursera.org/learn/estrategia-marketing-digital
coursera_gis,Fundamentals of GIS,"Fundamentals of GIS by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/gis
coursera_elearning,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/elearning
coursera_excel-vba-for-creative-problem-solving-part-1,"Excel/VBA for Creative Problem Solving, Part 1","Excel/VBA for Creative Problem Solving, Part 1 by University of Colorado Boulder. A curated course designed to build practical skills and confidence.",University of Colorado Boulder,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
coursera_international-taxation,Rethinking International Tax Law,Rethinking International Tax Law by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/international-taxation
coursera_probability-intro,Introduction to Probability and Data with R,Introduction to Probability and Data with R by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/probability-intro
coursera_understanding-visualization-data,Understanding and Visualizing Data with Python,Understanding and Visualizing Data with Python by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/understanding-visualization-data
coursera_data-visualization-tableau,Fundamentals of Visualization with Tableau,"Fundamentals of Visualization with Tableau by University of California, Davis. A curated course designed to build practical skills and confidence.","University of California, Davis",https://www.coursera.org/learn/data-visualization-tableau
coursera_sas-programming-basics,Getting Started with SAS Programming,Getting Started with SAS Programming by SAS. A curated course designed to build practical skills and confidence.,SAS,https://www.coursera.org/learn/sas-programming-basics
coursera_uol-machine-learning-for-all,Machine Learning for All,Machine Learning for All by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/uol-machine-learning-for-all
coursera_python-databases,Using Databases with Python,Using Databases with Python by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/python-databases
coursera_addiction-treatment,Addiction Treatment: Clinical Skills for Healthcare Providers,Addiction Treatment: Clinical Skills for Healthcare Providers by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/addiction-treatment
coursera_dino101,Dino 101: Dinosaur Paleobiology,Dino 101: Dinosaur Paleobiology by University of Alberta. A curated course designed to build practical skills and confidence.,University of Alberta,https://www.coursera.org/learn/dino101
coursera_sports-marketing,Sports Marketing,Sports Marketing by Northwestern University. A curated course designed to build practical skills and confidence.,Northwestern University,https://www.coursera.org/learn/sports-marketing
coursera_positive-psychology,Positive Psychology,Positive Psychology by The University of North Carolina at Chapel Hill. A curated course designed to build practical skills and confidence.,The University of North Carolina at Chapel Hill,https://www.coursera.org/learn/positive-psychology
coursera_matlab,Introduction to Programming with MATLAB,Introduction to Programming with MATLAB by Vanderbilt University. A curated course designed to build practical skills and confidence.,Vanderbilt University,https://www.coursera.org/learn/matlab
coursera_managing-human-resources,Preparing to Manage Human Resources,Preparing to Manage Human Resources by University of Minnesota. A curated course designed to build practical skills and confidence.,University of Minnesota,https://www.coursera.org/learn/managing-human-resources
coursera_solar-energy-basics,Solar Energy Basics,Solar Energy Basics by The State University of New York. A curated course designed to build practical skills and confidence.,The State University of New York,https://www.coursera.org/learn/solar-energy-basics
coursera_bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4,Front-End Web UI Frameworks and Tools: Bootstrap 4 by The Hong Kong University of Science and Technology. A curated course designed to build practical skills and confidence.,The Hong Kong University of Science and Technology,https://www.coursera.org/learn/bootstrap-4
coursera_google-cloud-java-spring,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Building Scalable Java Microservices with Spring Boot and Spring Cloud by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/google-cloud-java-spring
coursera_forensic-science,Introduction to Forensic Science,"Introduction to Forensic Science by Nanyang Technological University, Singapore. A curated course designed to build practical skills and confidence.","Nanyang Technological University, Singapore",https://www.coursera.org/learn/forensic-science
coursera_google-cloud-product-fundamentals,Google Cloud Product Fundamentals,Google Cloud Product Fundamentals by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/google-cloud-product-fundamentals
coursera_contracts-1,American Contract Law I,American Contract Law I by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/contracts-1
coursera_engineering-health-yoga-physiology,Engineering Health: Introduction to Yoga and Physiology,Engineering Health: Introduction to Yoga and Physiology by New York University. A curated course designed to build practical skills and confidence.,New York University,https://www.coursera.org/learn/engineering-health-yoga-physiology
coursera_ai-for-medical-diagnosis,AI for Medical Diagnosis,AI for Medical Diagnosis by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/ai-for-medical-diagnosis
coursera_sequence-models-in-nlp,Natural Language Processing with Sequence Models,Natural Language Processing with Sequence Models by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/sequence-models-in-nlp
coursera_electronics,Introduction to Electronics,Introduction to Electronics by Georgia Institute of Technology. A curated course designed to build practical skills and confidence.,Georgia Institute of Technology,https://www.coursera.org/learn/electronics
coursera_international-humanitarian-law,International Humanitarian Law in Theory and Practice,International Humanitarian Law in Theory and Practice by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/international-humanitarian-law
coursera_making-architecture,Making Architecture,Making Architecture by IE School of Architecture & Design. A curated course designed to build practical skills and confidence.,IE School of Architecture & Design,https://www.coursera.org/learn/making-architecture
coursera_model-thinking,Model Thinking,Model Thinking by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/model-thinking
coursera_dyslexia-difficulties,Supporting children with difficulties in reading and writing,Supporting children with difficulties in reading and writing by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/dyslexia-difficulties
coursera_innovation-management,Innovation Management,Innovation Management by Erasmus University Rotterdam. A curated course designed to build practical skills and confidence.,Erasmus University Rotterdam,https://www.coursera.org/learn/innovation-management
coursera_people-management,The Manager's Toolkit: A Practical Guide to Managing People at Work,"The Manager's Toolkit: A Practical Guide to Managing People at Work by Birkbeck, University of London. A curated course designed to build practical skills and confidence.","Birkbeck, University of London",https://www.coursera.org/learn/people-management
coursera_modern-world,"The Modern World, Part One: Global History from 1760 to 1910","The Modern World, Part One: Global History from 1760 to 1910 by University of Virginia. A curated course designed to build practical skills and confidence.",University of Virginia,https://www.coursera.org/learn/modern-world
coursera_edinburgh-music-theory,Fundamentals of Music Theory,Fundamentals of Music Theory by The University of Edinburgh. A curated course designed to build practical skills and confidence.,The University of Edinburgh,https://www.coursera.org/learn/edinburgh-music-theory
coursera_supply-chain-principles,Supply Chain Principles,Supply Chain Principles by Georgia Institute of Technology. A curated course designed to build practical skills and confidence.,Georgia Institute of Technology,https://www.coursera.org/learn/supply-chain-principles
coursera_gcp-infrastructure-core-services,Essential Google Cloud Infrastructure: Core Services,Essential Google Cloud Infrastructure: Core Services by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/gcp-infrastructure-core-services
coursera_weight-management-beyond-balancing-calories,Weight Management: Beyond Balancing Calories,Weight Management: Beyond Balancing Calories by Emory University. A curated course designed to build practical skills and confidence.,Emory University,https://www.coursera.org/learn/weight-management-beyond-balancing-calories
coursera_human-language,Miracles of Human Language: An Introduction to Linguistics,Miracles of Human Language: An Introduction to Linguistics by Universiteit Leiden. A curated course designed to build practical skills and confidence.,Universiteit Leiden,https://www.coursera.org/learn/human-language
coursera_java-programming,Java Programming: Solving Problems with Software,Java Programming: Solving Problems with Software by Duke University. A curated course designed to build practical skills and confidence.,Duke University,https://www.coursera.org/learn/java-programming
coursera_race-cultural-diversity-american-life,Race and Cultural Diversity in American Life and History,Race and Cultural Diversity in American Life and History by University of Illinois at Urbana-Champaign. A curated course designed to build practical skills and confidence.,University of Illinois at Urbana-Champaign,https://www.coursera.org/learn/race-cultural-diversity-american-life
coursera_motivate-people-teams,Inspiring and Motivating Individuals,Inspiring and Motivating Individuals by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/motivate-people-teams
coursera_competencias-digitales-ofimatica,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)","Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point) by Universitat Autònoma de Barcelona. A curated course designed to build practical skills and confidence.",Universitat Autònoma de Barcelona,https://www.coursera.org/learn/competencias-digitales-ofimatica
coursera_healing-with-the-arts,Healing with the Arts,Healing with the Arts by University of Florida. A curated course designed to build practical skills and confidence.,University of Florida,https://www.coursera.org/learn/healing-with-the-arts
coursera_wharton-people-analytics,People Analytics,People Analytics by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-people-analytics
coursera_what-is-social,What is Social?,What is Social? by Northwestern University. A curated course designed to build practical skills and confidence.,Northwestern University,https://www.coursera.org/learn/what-is-social
coursera_ux-design-fundamentals,UX Design Fundamentals,UX Design Fundamentals by California Institute of the Arts. A curated course designed to build practical skills and confidence.,California Institute of the Arts,https://www.coursera.org/learn/ux-design-fundamentals
coursera_creative-thinking-techniques-and-tools-for-success,Creative Thinking: Techniques and Tools for Success,Creative Thinking: Techniques and Tools for Success by Imperial College London. A curated course designed to build practical skills and confidence.,Imperial College London,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success
coursera_introclassicalmusic,Introduction to Classical Music,Introduction to Classical Music by Yale University. A curated course designed to build practical skills and confidence.,Yale University,https://www.coursera.org/learn/introclassicalmusic
coursera_childrens-rights,Children's Human Rights - An Interdisciplinary Introduction,Children's Human Rights - An Interdisciplinary Introduction by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/childrens-rights
coursera_investment-management,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers by HEC Paris. A curated course designed to build practical skills and confidence.,HEC Paris,https://www.coursera.org/learn/investment-management
coursera_excel-data-analysis,Introduction to Data Analysis Using Excel,Introduction to Data Analysis Using Excel by Rice University. A curated course designed to build practical skills and confidence.,Rice University,https://www.coursera.org/learn/excel-data-analysis
coursera_manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19,Mind Control: Managing Your Mental Health During COVID-19 by University of Toronto. A curated course designed to build practical skills and confidence.,University of Toronto,https://www.coursera.org/learn/manage-health-covid-19
coursera_international-criminal-law,Introduction to International Criminal Law,Introduction to International Criminal Law by Case Western Reserve University. A curated course designed to build practical skills and confidence.,Case Western Reserve University,https://www.coursera.org/learn/international-criminal-law
coursera_wharton-fintech-overview-payments-regulations,"FinTech: Foundations, Payments, and Regulations","FinTech: Foundations, Payments, and Regulations by University of Pennsylvania. A curated course designed to build practical skills and confidence.",University of Pennsylvania,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations
coursera_mythology,Greek and Roman Mythology,Greek and Roman Mythology by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/mythology
coursera_global-energy,Politics and Economics of International Energy,Politics and Economics of International Energy by Sciences Po. A curated course designed to build practical skills and confidence.,Sciences Po,https://www.coursera.org/learn/global-energy
coursera_uva-darden-continous-delivery-devops,Continuous Delivery & DevOps,Continuous Delivery & DevOps by University of Virginia. A curated course designed to build practical skills and confidence.,University of Virginia,https://www.coursera.org/learn/uva-darden-continous-delivery-devops
coursera_english-principles,Teach English Now! Foundational Principles,Teach English Now! Foundational Principles by Arizona State University. A curated course designed to build practical skills and confidence.,Arizona State University,https://www.coursera.org/learn/english-principles
coursera_business-model,Business Model Innovation,Business Model Innovation by HEC Paris. A curated course designed to build practical skills and confidence.,HEC Paris,https://www.coursera.org/learn/business-model
coursera_introtoux-principles-and-processes,Introduction to User Experience Principles and Processes,Introduction to User Experience Principles and Processes by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/introtoux-principles-and-processes
coursera_beyond-the-sustainable-development-goals-addressing-sustainability-and-development,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/beyond-the-sustainable-development-goals-addressing-sustainability-and-development
coursera_process-mining,Process Mining: Data science in Action,Process Mining: Data science in Action by Eindhoven University of Technology. A curated course designed to build practical skills and confidence.,Eindhoven University of Technology,https://www.coursera.org/learn/process-mining
coursera_immunologyfundamentalsimmunitybcells,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Fundamentals of Immunology: Innate Immunity and B-Cell Function by Rice University. A curated course designed to build practical skills and confidence.,Rice University,https://www.coursera.org/learn/immunologyfundamentalsimmunitybcells
coursera_wharton-finance,Introduction to Corporate Finance,Introduction to Corporate Finance by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/wharton-finance
coursera_global-diplomacy-un,Global Diplomacy: the United Nations in the World,Global Diplomacy: the United Nations in the World by University of London. A curated course designed to build practical skills and confidence.,University of London,https://www.coursera.org/learn/global-diplomacy-un
coursera_algorithmic-toolbox,Algorithmic Toolbox,Algorithmic Toolbox by University of California San Diego. A curated course designed to build practical skills and confidence.,University of California San Diego,https://www.coursera.org/learn/algorithmic-toolbox
coursera_troubles-spectre-autisme-diagnostic,Troubles du spectre de l'autisme : diagnostic,Troubles du spectre de l'autisme : diagnostic by University of Geneva. A curated course designed to build practical skills and confidence.,University of Geneva,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic
coursera_anatomy403-1x,Anatomy: Musculoskeletal and Integumentary Systems,Anatomy: Musculoskeletal and Integumentary Systems by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/anatomy403-1x
coursera_unraveling-the-cycling-city,Unraveling the Cycling City,Unraveling the Cycling City by University of Amsterdam. A curated course designed to build practical skills and confidence.,University of Amsterdam,https://www.coursera.org/learn/unraveling-the-cycling-city
coursera_crash-course-in-causality,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,A Crash Course in Causality:  Inferring Causal Effects from Observational Data by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/crash-course-in-causality
coursera_business,English for Business and Entrepreneurship,English for Business and Entrepreneurship by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/business
coursera_attention-models-in-nlp,Natural Language Processing with Attention Models,Natural Language Processing with Attention Models by DeepLearning.AI. A curated course designed to build practical skills and confidence.,DeepLearning.AI,https://www.coursera.org/learn/attention-models-in-nlp
coursera_what-is-compliance,What is Compliance?,What is Compliance? by University of Pennsylvania. A curated course designed to build practical skills and confidence.,University of Pennsylvania,https://www.coursera.org/learn/what-is-compliance
coursera_getting-started-with-google-sheets,Getting Started with Google Sheets,Getting Started with Google Sheets by Google Cloud. A curated course designed to build practical skills and confidence.,Google Cloud,https://www.coursera.org/learn/getting-started-with-google-sheets
coursera_python-for-data-visualization,Data Visualization with Python,Data Visualization with Python by IBM. A curated course designed to build practical skills and confidence.,IBM,https://www.coursera.org/learn/python-for-data-visualization
coursera_foundations-of-mindfulness,Foundations of Mindfulness,Foundations of Mindfulness by Rice University. A curated course designed to build practical skills and confidence.,Rice University,https://www.coursera.org/learn/foundations-of-mindfulness
coursera_negociacion,Negociación exitosa: Estrategias y habilidades esenciales (en español),Negociación exitosa: Estrategias y habilidades esenciales (en español) by University of Michigan. A curated course designed to build practical skills and confidence.,University of Michigan,https://www.coursera.org/learn/negociacion
coursera_decision-making,Data-driven Decision Making,Data-driven Decision Making by PwC. A curated course designed to build practical skills and confidence.,PwC,https://www.coursera.org/learn/decision-making
coursera_fe-exam,Fundamentals of Engineering Exam Review,Fundamentals of Engineering Exam Review by Georgia Institute of Technology. A curated course designed to build practical skills and confidence.,Georgia Institute of Technology,https://www.coursera.org/learn/fe-exam
coursera_gender-sexuality,Gender and Sexuality: Diversity and Inclusion in the Workplace,Gender and Sexuality: Diversity and Inclusion in the Workplace by University of Pittsburgh. A curated course designed to build practical skills and confidence.,University of Pittsburgh,https://www.coursera.org/learn/gender-sexuality
